Level	Rule Name	Subject	Property	Value
WARN	missing_definition	NBO:0000471	IAO:0000115		
WARN	missing_definition	NBO:0000473	IAO:0000115		
WARN	missing_definition	NBO:0000474	IAO:0000115		
WARN	missing_definition	NBO:0000476	IAO:0000115		
WARN	missing_definition	NBO:0000482	IAO:0000115		
WARN	missing_definition	NBO:0000487	IAO:0000115		
WARN	missing_definition	NBO:0000489	IAO:0000115		
WARN	missing_definition	NBO:0000515	IAO:0000115		
WARN	missing_definition	NBO:0000530	IAO:0000115		
WARN	missing_definition	NBO:0000531	IAO:0000115		
WARN	missing_definition	NBO:0000532	IAO:0000115		
WARN	missing_definition	NBO:0000533	IAO:0000115		
WARN	missing_definition	NBO:0000553	IAO:0000115		
WARN	missing_definition	NBO:0000554	IAO:0000115		
WARN	missing_definition	NBO:0000555	IAO:0000115		
WARN	missing_definition	NBO:0000558	IAO:0000115		
WARN	missing_definition	NBO:0000565	IAO:0000115		
WARN	missing_definition	NBO:0000566	IAO:0000115		
WARN	missing_definition	NBO:0000573	IAO:0000115		
WARN	missing_definition	NBO:0000617	IAO:0000115		
WARN	missing_definition	NBO:0000634	IAO:0000115		
WARN	missing_definition	NBO:0000641	IAO:0000115		
WARN	missing_definition	NBO:0000649	IAO:0000115		
WARN	missing_definition	NBO:0000657	IAO:0000115		
WARN	missing_definition	NBO:0000663	IAO:0000115		
WARN	missing_definition	NBO:0000664	IAO:0000115		
WARN	missing_definition	NBO:0000665	IAO:0000115		
WARN	missing_definition	NBO:0000666	IAO:0000115		
WARN	missing_definition	NBO:0000667	IAO:0000115		
WARN	missing_definition	NBO:0000668	IAO:0000115		
WARN	missing_definition	NBO:0000684	IAO:0000115		
WARN	missing_definition	NBO:0000685	IAO:0000115		
WARN	missing_definition	NBO:0000691	IAO:0000115		
WARN	missing_definition	NBO:0000692	IAO:0000115		
WARN	missing_definition	NBO:0000694	IAO:0000115		
WARN	missing_definition	NBO:0000740	IAO:0000115		
WARN	missing_definition	NBO:0000741	IAO:0000115		
WARN	missing_definition	NBO:0000744	IAO:0000115		
WARN	missing_definition	NBO:0000746	IAO:0000115		
WARN	missing_definition	NBO:0000747	IAO:0000115		
WARN	missing_definition	NBO:0000749	IAO:0000115		
WARN	missing_definition	NBO:0000750	IAO:0000115		
WARN	missing_definition	NBO:0000751	IAO:0000115		
WARN	missing_definition	NBO:0000752	IAO:0000115		
WARN	missing_definition	NBO:0000768	IAO:0000115		
WARN	missing_definition	NBO:0000772	IAO:0000115		
WARN	missing_definition	NBO:0000773	IAO:0000115		
WARN	missing_definition	NBO:0000778	IAO:0000115		
WARN	missing_definition	NBO:0000851	IAO:0000115		
WARN	missing_definition	NBO:0000886	IAO:0000115		
WARN	missing_definition	NBO:0000929	IAO:0000115		
WARN	missing_definition	NBO:0000961	IAO:0000115		
WARN	missing_definition	NBO:0000993	IAO:0000115		
WARN	missing_definition	NBO:0009001	IAO:0000115		
WARN	missing_definition	NBO:0045004	IAO:0000115		
WARN	missing_definition	http://purl.obolibrary.org/obo/nbo#by_means	IAO:0000115		
WARN	missing_definition	http://purl.obolibrary.org/obo/nbo#has-input	IAO:0000115		
WARN	missing_definition	http://purl.obolibrary.org/obo/nbo#has_participant	IAO:0000115		
WARN	missing_definition	http://purl.obolibrary.org/obo/nbo#in_response_to	IAO:0000115		
WARN	missing_definition	http://purl.obolibrary.org/obo/nbo#is_about	IAO:0000115		
WARN	missing_definition	http://purl.obolibrary.org/obo/nbo#qualifier	IAO:0000115		
INFO	lowercase_definition	NBO:0000003	IAO:0000115	\"Behavior related to the complex psychophysiological experience of an individual's state of mind as interacting with biochemical (internal) and environmental (external) influences.\" [wikipedia:Emotions]	
INFO	lowercase_definition	NBO:0000005	IAO:0000115	\"Observable characteristic of behaviour related to involuntary movement in response to a stimulus.\" [NBO:GVG]	
INFO	lowercase_definition	NBO:0000006	IAO:0000115	\"Behavior related to the acquisition and processing of information and/or the storage and retrieval of this information over time.\" [GO:jic]	
INFO	lowercase_definition	NBO:0000009	IAO:0000115	\"Observable characteristic of behavior associated with the specific movement from place to place of an organism.\" [NBO:GVG]	
INFO	lowercase_definition	NBO:0000011	IAO:0000115	\"A behavior that occurs predominantly or only, in individuals that are part of a group.\" [Wikipedia:Social_behavior]	
INFO	lowercase_definition	NBO:0000014	IAO:0000115	\"Behavior related to the interactions between organisms for the purpose of mating.\" [NBO:GVG]	
INFO	lowercase_definition	NBO:0000015	IAO:0000115	\"A behavioral interaction between organisms in which one organism has the intention of inflicting damage on another individual using physical or verbal means.\" [wikipedia:Aggression]	
INFO	lowercase_definition	NBO:0000016	IAO:0000115	\"Behavior relate to the usually upward movement off the ground or other surface through sudden muscular effort in the legs.\" [GO:0007630]	
INFO	lowercase_definition	NBO:0000018	IAO:0000115	\"Emotional behavior related to fear or anxiety.\" [NBO:GVG]	
INFO	lowercase_definition	NBO:0000022	IAO:0000115	\"Behavior associated with any process in an organism in which a relatively long-lasting adaptive behavioral change occurs as the result of experience.\" [wikipedia:Learning]	
INFO	lowercase_definition	NBO:0000023	IAO:0000115	\"Movement of the head in the horizontal plane.\" [NBO:GVG]	
INFO	lowercase_definition	NBO:0000024	IAO:0000115	\"Behavior related to the readily reversible state of reduced awareness and metabolic activity that occurs periodically in many animals.\" [NBO:GVG]	
INFO	lowercase_definition	NBO:0000025	IAO:0000115	\"An uncontrolled, paroxysmal neuronal discharge in any part of the brain; it may cause physical or mental symptoms and may be convulsive or nonconvulsive\" [NBO:GVG]	
INFO	lowercase_definition	NBO:0000028	IAO:0000115	\"Absence of voluntary movement.\" [NBO:GVG]	
INFO	lowercase_definition	NBO:0000029	IAO:0000115	\"Reduction of voluntary movement.\" [NBO:GVG]	
INFO	lowercase_definition	NBO:0000030	IAO:0000115	\"A kinesthetic behavior which relatively increased.\" [NBO:GVG]	
INFO	lowercase_definition	NBO:0000031	IAO:0000115	\"A kinesthetic behavior which relatively decreased.\" [NBO:GVG]	
INFO	lowercase_definition	NBO:0000032	IAO:0000115	\"Loss of power of voluntary movement in a muscle through injury or disease of its nerve supply.\" [JAX:<new dbxref>]	
INFO	lowercase_definition	NBO:0000033	IAO:0000115	\"Paralysis of the extensors of the wrist and fingers.\" [JAX:<new dbxref>]	
INFO	lowercase_definition	NBO:0000034	IAO:0000115	\"Behaviour related to the activity which primary purpose is the sexual reproduction.\" [NBO:GVG]	
INFO	lowercase_definition	NBO:0000037	IAO:0000115	\"A behavior in which an organism produces sounds by a mechanism involving its respiratory system.\" [NBO:GVG]	
INFO	lowercase_definition	NBO:0000038	IAO:0000115	\"The elimination by an organism of the waste products that arise as a result of metabolic activity. These products include water, carbon dioxide (CO2), and nitrogenous compounds.\" [wikipedia:Excretion]	
INFO	lowercase_definition	NBO:0000040	IAO:0000115	\"The regulation of body fluids process by which parasympathetic nerves stimulate the bladder wall muscle to contract and expel urine from the body.\" [wikipedia:urination]	
INFO	lowercase_definition	NBO:0000042	IAO:0000115	\"The regulated release of the aqueous layer of the tear film from the lacrimal glands.\" [wikipedia:lacrimation]	
INFO	lowercase_definition	NBO:0000048	IAO:0000115	\"Behavior related the protection of offspring.\" [NBO:SD]	
INFO	lowercase_definition	NBO:0000049	IAO:0000115	\"Play behavior that is associated with the socialization of an individual into the group.\" [web:http\://www.bio.davidson.edu/people/vecase/behavior/Spring2009/Sacco/Pages/Play%20Fighting.html]	
INFO	lowercase_definition	NBO:0000051	IAO:0000115	\"Behavior related to the actions by which an organism modulates its internal body temperature.\" [NBO:GVG]	
INFO	lowercase_definition	NBO:0000054	IAO:0000115	\"Specific actions of a newborn or infant mammal that result in the derivation of nourishment from the breast.\" [GOC:dph]	
INFO	lowercase_definition	NBO:0000061	IAO:0000115	\"Loss of power of voluntary movement in muscles of the forelimb through injury or disease of it or its nerve supply.\" [JAX:]	
INFO	lowercase_definition	NBO:0000062	IAO:0000115	\"Behavior related to the washing or cleansing of the body in a fluid, usually water or an aqueous solution.\" [wikipedia:Bathing]	
INFO	lowercase_definition	NBO:0000063	IAO:0000115	\"A feeding behavior associated with the intake or the frequency of intake or preference or manner of intake of food.\" [NBO:GVG]	
INFO	lowercase_definition	NBO:0000064	IAO:0000115	\"A feeding behavior associated with the intake or the frequency of intake or preference or manner of intake of liquids.\" [NBO:GVG]	
INFO	lowercase_definition	NBO:0000065	IAO:0000115	\"Behavior related to a variety of aspects of the relationship between the mind and the world with which it interacts.\" [wikipedia:Consciousness]	
INFO	lowercase_definition	NBO:0000066	IAO:0000115	\"Behavior related to the state of being conscious and engages in a coherent cognitive and behavior responses to the external world.\" [NBO:SD, wikipedia:Wakefulness]	
INFO	lowercase_definition	NBO:0000067	IAO:0000115	\"Behavior related to reduced or absent consciousness, relatively suspended sensory activity, and inactivity of nearly all voluntary muscles.\" [wikipedia:Asleep]	
INFO	lowercase_definition	NBO:0000068	IAO:0000115	\"Repetitive movement of a body part.\" [NBO:GVG]	
INFO	lowercase_definition	NBO:0000071	IAO:0000115	\"Behavior related to the movement facilitated by the generation of hole or tunnel dug into the ground.\" [NBO:GVG]	
INFO	lowercase_definition	NBO:0000077	IAO:0000115	\"The behavioral interactions between organisms for the purpose of attracting sexual partners.\" [GOC:dph]	
INFO	lowercase_definition	NBO:0000078	IAO:0000115	\"Behavior related to the specific actions or reactions of an organism following mating.\" [GOC:bf]	
INFO	lowercase_definition	NBO:0000084	IAO:0000115	\"Behavior related to any biological process in an organism that recurs with a regularity of approximately 24 hours.\" [NBO:GVG]	
INFO	lowercase_definition	NBO:0000085	IAO:0000115	\"Emotional behavior related to a state of low mood  and aversion to activity.\" [wikipedia:Depression]	
INFO	lowercase_definition	NBO:0000086	IAO:0000115	\"Behavior related to the exploration/investigation of a novel object, situation or environment.\" [NBO:GVG]	
INFO	lowercase_definition	NBO:0000087	IAO:0000115	\"Behavior related to defence against predation or predators.\" [NBO:GVG]	
INFO	lowercase_definition	NBO:0000088	IAO:0000115	\"Behavior related to the preparation of the body to \\"fight\\" or \\"flee\\" from perceived attack, harm or threat.\" [NBO:GVG]	
INFO	lowercase_definition	NBO:0000089	IAO:0000115	\"A physical aggression behavior involving attack on prey by a predator.\" [NBO:GVG]	
INFO	lowercase_definition	NBO:0000091	IAO:0000115	\"An emotional behavior related to a feeling of uneasiness or nervousness triggered by a specified triggering stimulus such as pain or the threat of danger.\" [NBO:GVG]	
INFO	lowercase_definition	NBO:0000092	IAO:0000115	\"An emotional behavior related to a feeling of uneasiness or nervousness triggered by an identifiable triggering stimulus.\" [NBO:GVG]	
INFO	lowercase_definition	NBO:0000093	IAO:0000115	\"An emotional behavior related to a feeling of uneasiness or nervousness in respect to an object.\" [NBO:GVG]	
INFO	lowercase_definition	NBO:0000094	IAO:0000115	\"An emotional behavior related to a feeling of uneasiness or nervousness in respect to a particular situation or environment.\" [NBO:GVG]	
INFO	lowercase_definition	NBO:0000095	IAO:0000115	\"An emotional behavior related to a feeling of uneasiness or nervousness in respect to a living thing.\" [NBO:GVG]	
INFO	lowercase_definition	NBO:0000096	IAO:0000115	\"A phobia characterised by fear of open spaces.\" [NBO:GVG]	
INFO	lowercase_definition	NBO:0000097	IAO:0000115	\"Behavior related to the exploration/investigation of a novel environment.\" [NBO:GVG]	
INFO	lowercase_definition	NBO:0000098	IAO:0000115	\"Behavior related to the exploration/investigation of a novel obhject.\" [NBO:GVG]	
INFO	lowercase_definition	NBO:0000099	IAO:0000115	\"Behavior related to the exploration/investigation of a novel odor.\" [NBO:GVG]	
INFO	lowercase_definition	NBO:0000101	IAO:0000115	\"Moving backwards.\" [NBO:GVG]	
INFO	lowercase_definition	NBO:0000102	IAO:0000115	\"Moving backwards in response to a fear stimulus.\" [NBO:GVG]	
INFO	lowercase_definition	NBO:0000103	IAO:0000115	\"Behavioral response to the presidency of the stressor where it becomes necessary to attempt some means of coping with the stress.\" [NBO:GVG]	
INFO	lowercase_definition	NBO:0000104	IAO:0000115	\"Exhibiting a domineering, assault posture and/or hostile physical action towards humans.\" [NBO:GVG]	
INFO	lowercase_definition	NBO:0000105	IAO:0000115	\"Exhibiting a domineering, assault posture and/or hostile physical action towards animals.\" [NBO:GVG]	
INFO	lowercase_definition	NBO:0000106	IAO:0000115	\"Exhibiting a domineering, assault posture and/or hostile physical action toward any type of object.\" [NBO:GVG]	
INFO	lowercase_definition	NBO:0000107	IAO:0000115	\"Exhibiting a domineering, assault posture and/or hostile physical action towards mice.\" [NBO:GVG]	
INFO	lowercase_definition	NBO:0000108	IAO:0000115	\"Exhibiting a domineering, assault posture and/or hostile physical action towards women.\" [NBO:GVG]	
INFO	lowercase_definition	NBO:0000109	IAO:0000115	\"Exhibiting a domineering, assault posture and/or hostile physical action towards men.\" [NBO:GVG]	
INFO	lowercase_definition	NBO:0000110	IAO:0000115	\"Exhibiting a domineering, assault posture and/or hostile physical action towards male mice.\" [NBO:GVG]	
INFO	lowercase_definition	NBO:0000111	IAO:0000115	\"Exhibiting a domineering, assault posture and/or hostile physical action towards female mice.\" [NBO:GVG]	
INFO	lowercase_definition	NBO:0000112	IAO:0000115	\"Exhibiting a domineering, assault posture and/or hostile physical action toward inanimate objects.\" [NBO:GVG]	
INFO	lowercase_definition	NBO:0000113	IAO:0000115	\"Exhibiting a domineering, assault posture and/or hostile physical action toward inanimate objects.\" [NBO:GVG]	
INFO	lowercase_definition	NBO:0000114	IAO:0000115	\"Exhibiting a domineering, assault posture and/or hostile physical action towards children.\" [NBO:GVG]	
INFO	lowercase_definition	NBO:0000115	IAO:0000115	\"Exhibiting a domineering, assault posture and/or hostile physical action towards pups.\" [NBO:GVG]	
INFO	lowercase_definition	NBO:0000116	IAO:0000115	\"Gender related exhibition of a domineering, assault posture and/or hostile physical action.\" [NBO:GVG]	
INFO	lowercase_definition	NBO:0000117	IAO:0000115	\"Exhibiting a domineering, assault posture and/or hostile physical action towards female animals.\" [NBO:GVG]	
INFO	lowercase_definition	NBO:0000118	IAO:0000115	\"Exhibiting a domineering, assault posture and/or hostile physical action towards male animals.\" [NBO:GVG]	
INFO	lowercase_definition	NBO:0000119	IAO:0000115	\"A behavior that occur quickly without control, planning, or consideration of the consequences of that behavior.\" [NBO:GVG]	
INFO	lowercase_definition	NBO:0000120	IAO:0000115	\"An aggressive behavior that aims to inflicting damage on another entity using physical means.\" [NBO:GVG]	
INFO	lowercase_definition	NBO:0000123	IAO:0000115	\"A behavior associated with the tendency of an organism towards being passive and willing to yield to male animals.\" [NBO:GVG]	
INFO	lowercase_definition	NBO:0000124	IAO:0000115	\"A behavior associated with the tendency of an organism towards being passive and willing to yield to female animals.\" [NBO:GVG]	
INFO	lowercase_definition	NBO:0000125	IAO:0000115	\"A behavior associated with the tendency of an organism towards being passive and willing to yield towards male mice.\" [NBO:GVG]	
INFO	lowercase_definition	NBO:0000128	IAO:0000115	\"Behavior characterized by a quick excitability to annoyance, impatience, or anger.\" [NBO:GVG]	
INFO	lowercase_definition	NBO:0000129	IAO:0000115	\"Emotional behavior related to excitement or restlessness.\" [NBO:GVG]	
INFO	lowercase_definition	NBO:0000130	IAO:0000115	\"A behavior associated with the intake of liquid.\" [NBO:GVG]	
INFO	lowercase_definition	NBO:0000131	IAO:0000115	\"A drinking behavior associated with the intake of alcohol.\" [NBO:GVG]	
INFO	lowercase_definition	NBO:0000132	IAO:0000115	\"A drinking behavior associated with the intake of water.\" [NBO:GVG]	
INFO	lowercase_definition	NBO:0000134	IAO:0000115	\"A feeding behavior associated with the intake of food.\" [NBO:GVG]	
INFO	lowercase_definition	NBO:0000136	IAO:0000115	\"A feeding behavior associated with the intake of saccharin.\" [NBO:GVG]	
INFO	lowercase_definition	NBO:0000137	IAO:0000115	\"Predilection to ingest a liquid over other substances.\" [NBOC:GVG]	
INFO	lowercase_definition	NBO:0000138	IAO:0000115	\"Purposeful avoidance of a liquid due to dislike.\" [NBO:GVG]	
INFO	lowercase_definition	NBO:0000139	IAO:0000115	\"Purposeful avoidance of liquid alcohol due to dislike.\" [NBO:GVG] [NBO:LKSR]	
INFO	lowercase_definition	NBO:0000140	IAO:0000115	\"Predilection to ingest alcohol over other substances.\" [NBOC:GVG]	
INFO	lowercase_definition	NBO:0000150	IAO:0000115	\"Behavior of a mother towards her offspring.\" [NBO:GVG]	
INFO	lowercase_definition	NBO:0000151	IAO:0000115	\"Behavior of a father towards his offspring.\" [NBO:GVG]	
INFO	lowercase_definition	NBO:0000152	IAO:0000115	\"Maternal behavior related to the brining up her offspring.\" [NBO:GVG]	
